policy_id,customer_id,policy_start_date,policy_end_date,policy_type,product,sum_assured,annual_premium,premium_frequency,tenure_years,age,gender,region,smoking_status,bmi,vehicle_age,is_active
233,1822,20:59.0,20:59.0,Health,Individual Health,1079870,19653.39,Monthly,17.1,68,Female,West,Yes,32.8,,1
234,1982,20:59.0,20:59.0,Life,Endowment,1801037,66456.22,Quarterly,16.2,60,Male,South,No,32.2,,1
235,1355,20:59.0,20:59.0,Health,Critical Illness,643731,22059.77,Annual,10.7,22,Female,South,No,23,,1
236,1664,20:59.0,20:59.0,Health,Critical Illness,804471,23537.05,Quarterly,5.4,22,Male,North,Yes,21.3,,1
237,1530,20:59.0,20:59.0,Auto,Third Party,369674,12290.99,Monthly,17.1,47,Female,East,No,38.9,11,1
238,1372,20:59.0,20:59.0,Property,Fire Insurance,1538591,71360.02,Quarterly,14.8,71,Female,East,No,38.1,,1
239,1497,20:59.0,20:59.0,Auto,Own Damage,710187,15532,Annual,19.6,49,Male,South,No,26.4,11,1
240,1255,20:59.0,20:59.0,Auto,Comprehensive Auto,146143,2307.56,Quarterly,4,25,Male,East,No,36.2,1,0
241,190,20:59.0,20:59.0,Auto,Third Party,1816589,82034.02,Monthly,5.3,27,Other,South,No,26.3,8,1
242,1249,20:59.0,20:59.0,Auto,Own Damage,194771,6855.76,Annual,5,55,Female,North,No,25.6,0,1
243,1409,20:59.0,20:59.0,Auto,Own Damage,1070332,49420.49,Quarterly,16.1,64,Female,North,No,18.9,4,1
244,1401,20:59.0,20:59.0,Health,Family Floater,1605289,57618.77,Annual,4.6,49,Female,South,No,25.7,,1
245,1307,20:59.0,20:59.0,Auto,Third Party,1058923,45910.28,Annual,2.3,65,Male,North,Yes,28.4,0,1
246,1982,20:59.0,20:59.0,Auto,Third Party,950959,28565.45,Annual,20,45,Male,West,No,15.6,4,1
247,633,20:59.0,20:59.0,Property,Home Insurance,1870908,77165.78,Quarterly,1.5,34,Male,West,No,26.1,,1
248,628,20:59.0,20:59.0,Life,Term Life,710673,33370.68,Annual,16.9,48,Female,North,Yes,34.5,,1
249,973,20:59.0,20:59.0,Health,Critical Illness,1767534,61906.65,Annual,7.9,25,Male,South,No,32,,1
250,1769,20:59.0,20:59.0,Health,Family Floater,161362,3441.44,Annual,17,57,Female,South,No,30.9,,1
251,1283,20:59.0,20:59.0,Health,Individual Health,1869381,45627.7,Annual,11.5,42,Female,North,Yes,37.7,,1
252,1383,20:59.0,20:59.0,Auto,Third Party,1389527,30503.68,Annual,18.1,26,Female,East,No,15.5,7,0
253,710,20:59.0,20:59.0,Auto,Own Damage,1823326,43103.42,Quarterly,18.6,19,Female,West,No,28.9,7,1
254,1480,20:59.0,20:59.0,Auto,Comprehensive Auto,226298,5821.41,Quarterly,1.2,32,Other,East,No,34.7,10,1
255,1435,20:59.0,20:59.0,Property,Home Insurance,633838,21822.84,Annual,2.4,67,Male,South,No,28.5,,1
256,649,20:59.0,20:59.0,Life,Term Life,523288,18618.43,Annual,5.8,20,Female,South,No,23.1,,1
257,318,20:59.0,20:59.0,Auto,Own Damage,315702,9448.17,Annual,13.7,66,Female,East,No,18.4,7,0
258,1701,20:59.0,20:59.0,Life,Whole Life,1042812,38104.07,Monthly,17.9,53,Female,North,No,37.2,,0
259,1249,20:59.0,20:59.0,Property,Home Insurance,362257,6468.14,Annual,9.7,21,Female,East,Yes,26.8,,1
260,1843,20:59.0,20:59.0,Health,Critical Illness,1938007,35024.8,Annual,12.5,31,Male,East,No,37,,1
261,1258,20:59.0,20:59.0,Auto,Third Party,1809814,38031.49,Annual,4.6,58,Male,West,Yes,29.6,1,1
262,684,20:59.0,20:59.0,Life,Endowment,1003847,33260.17,Quarterly,16.3,58,Female,West,No,31.9,,1
263,664,20:59.0,20:59.0,Life,Whole Life,1156795,26016.1,Monthly,19.4,42,Male,East,No,35.1,,1
264,1999,20:59.0,20:59.0,Auto,Own Damage,1789122,44575.89,Monthly,6.1,72,Female,East,No,31.5,7,1
265,1851,20:59.0,20:59.0,Health,Family Floater,1004470,29140.63,Quarterly,10.4,67,Female,South,No,25,,0
266,1398,20:59.0,20:59.0,Health,Individual Health,739129,32089.52,Annual,2.6,27,Male,West,Yes,27.8,,1
267,1696,20:59.0,20:59.0,Health,Family Floater,825292,12779.79,Annual,11.6,38,Female,West,Yes,35.1,,0
268,1632,20:59.0,20:59.0,Property,Theft Protection,1880200,70936.67,Annual,10.6,53,Male,South,Yes,24.3,,1
269,1496,20:59.0,20:59.0,Life,Endowment,286495,11004.47,Annual,3.7,29,Female,North,No,24.7,,0
270,1257,20:59.0,20:59.0,Life,Whole Life,1676082,71992.67,Annual,9.4,44,Female,West,No,17.4,,1
271,1716,20:59.0,20:59.0,Life,Term Life,331373,15788.71,Annual,7.3,57,Female,West,Yes,37.9,,0
272,1137,20:59.0,20:59.0,Property,Home Insurance,1960217,30784.86,Annual,10.9,19,Male,North,No,17.3,,1
273,1854,20:59.0,20:59.0,Life,Whole Life,1650741,33646.11,Monthly,12.1,71,Male,West,No,31.2,,1
274,1521,20:59.0,20:59.0,Property,Fire Insurance,239073,11001.18,Quarterly,1.2,30,Female,West,No,25.3,,1
275,442,20:59.0,20:59.0,Health,Critical Illness,409281,12707.42,Monthly,15.5,70,Female,North,No,25.1,,0
276,564,20:59.0,20:59.0,Auto,Comprehensive Auto,874516,30398.76,Quarterly,14.5,49,Female,North,No,32,11,0
277,1292,20:59.0,20:59.0,Life,Whole Life,918212,35081.16,Annual,8,48,Male,East,Yes,16.7,,0
278,1534,20:59.0,20:59.0,Life,Term Life,1060396,41108.72,Quarterly,2,33,Male,South,No,29.8,,1
279,1831,20:59.0,20:59.0,Health,Family Floater,1246454,59344.81,Annual,15.3,49,Male,South,No,34.3,,1
280,1410,20:59.0,20:59.0,Auto,Third Party,269707,13456.55,Quarterly,19.1,49,Female,North,No,35.7,4,0
281,1411,20:59.0,20:59.0,Property,Home Insurance,291249,11709.81,Annual,5.6,51,Male,North,No,19.3,,0
282,1137,20:59.0,20:59.0,Auto,Third Party,1135610,28450.14,Monthly,7.1,28,Male,West,Yes,37.4,14,1
283,1637,20:59.0,20:59.0,Health,Family Floater,221389,10137.7,Annual,4.5,27,Female,East,No,31.4,,0
284,1649,20:59.0,20:59.0,Health,Critical Illness,1940476,32450.06,Annual,12,32,Male,East,No,37,,0
285,952,20:59.0,20:59.0,Auto,Third Party,1510886,34883.08,Monthly,3.9,34,Other,North,No,27.1,0,0
286,1105,20:59.0,20:59.0,Property,Fire Insurance,1811732,84079.76,Annual,7.8,57,Female,West,No,28.6,,0
287,699,20:59.0,20:59.0,Property,Fire Insurance,1109165,26583.03,Quarterly,14.2,35,Female,West,No,38,,1
288,113,20:59.0,20:59.0,Life,Endowment,1155797,26262.93,Quarterly,11.6,72,Male,South,No,37.5,,0
289,2,20:59.0,20:59.0,Property,Home Insurance,1354503,26865.73,Monthly,8.3,26,Male,South,No,26.2,,1
290,642,20:59.0,20:59.0,Auto,Own Damage,1886665,85029.94,Monthly,9,42,Female,West,No,21.9,6,1
291,220,20:59.0,20:59.0,Health,Critical Illness,1459020,47421.13,Monthly,11.7,57,Female,South,No,24.8,,1
292,1590,20:59.0,20:59.0,Life,Term Life,691517,26707.26,Annual,1.1,31,Female,North,Yes,24.7,,1
293,855,20:59.0,20:59.0,Life,Endowment,875963,20468.91,Monthly,2.5,42,Male,West,Yes,22.2,,0
294,1760,20:59.0,20:59.0,Health,Individual Health,626515,26020.05,Quarterly,17.7,67,Female,South,Yes,21.7,,1
295,1249,20:59.0,20:59.0,Property,Theft Protection,315308,13116.87,Quarterly,2.5,39,Female,East,No,36.5,,1
296,385,20:59.0,20:59.0,Health,Individual Health,143078,3711.58,Annual,14.4,69,Female,West,No,16.7,,1
297,1427,20:59.0,20:59.0,Property,Fire Insurance,877679,25780.85,Quarterly,18.5,47,Female,West,No,31.9,,0
298,1662,20:59.0,20:59.0,Health,Critical Illness,809401,18081.34,Monthly,6.1,37,Female,East,No,19.3,,1
299,1154,20:59.0,20:59.0,Auto,Own Damage,624887,30731.72,Monthly,8,38,Female,North,Yes,23.6,12,0
300,1077,20:59.0,20:59.0,Property,Theft Protection,514761,19353,Annual,11.8,61,Male,East,No,16.5,,1
301,1708,20:59.0,20:59.0,Auto,Own Damage,1869231,89179.21,Annual,17.8,49,Female,West,No,21.7,5,1
302,730,20:59.0,20:59.0,Life,Whole Life,1608244,41200.79,Annual,18.9,68,Male,North,No,34.2,,1
303,1696,20:59.0,20:59.0,Health,Critical Illness,976921,41388.41,Monthly,15.1,63,Male,South,Yes,37.1,,1
304,1734,20:59.0,20:59.0,Life,Whole Life,1288227,53854.4,Quarterly,2.6,66,Male,South,Yes,20.5,,1
305,1440,20:59.0,20:59.0,Life,Whole Life,1599317,62705.94,Annual,13.7,73,Male,South,No,26.6,,1
306,247,20:59.0,20:59.0,Life,Whole Life,118207,5768.19,Annual,8.8,38,Male,West,No,26.8,,0
307,836,20:59.0,20:59.0,Life,Whole Life,384199,11055.11,Annual,9.9,52,Male,East,Yes,36.8,,1
308,1463,20:59.0,20:59.0,Health,Individual Health,938698,18375.11,Annual,1.9,49,Female,North,No,34.1,,1
309,203,20:59.0,20:59.0,Life,Term Life,1438990,55415.23,Monthly,4.6,47,Female,South,No,27.8,,1
310,1208,20:59.0,20:59.0,Health,Critical Illness,161426,6541.92,Quarterly,16,72,Male,North,No,31.8,,0
311,123,20:59.0,20:59.0,Health,Individual Health,1609657,56542.61,Annual,9.6,56,Female,West,No,36.2,,1
312,401,20:59.0,20:59.0,Auto,Comprehensive Auto,184794,4109.56,Annual,6.7,66,Female,South,Yes,15.2,4,1
313,767,20:59.0,20:59.0,Property,Theft Protection,1955450,63857.09,Annual,8.3,29,Male,West,No,25.1,,1
314,294,20:59.0,20:59.0,Property,Theft Protection,1456352,37758.32,Monthly,17.2,58,Male,East,No,37.7,,1
315,280,20:59.0,20:59.0,Health,Critical Illness,1793967,53749.63,Annual,15.2,64,Female,West,No,33.5,,0
316,1861,20:59.0,20:59.0,Auto,Comprehensive Auto,1833171,68895.42,Annual,6.2,35,Female,West,No,28.6,0,1
317,884,20:59.0,20:59.0,Health,Individual Health,595726,24473.92,Annual,3.2,38,Female,East,No,28.2,,0
318,1634,20:59.0,20:59.0,Health,Critical Illness,633107,14642.41,Quarterly,5.8,30,Male,North,No,23.7,,1
319,198,20:59.0,20:59.0,Health,Family Floater,93856,2739.32,Quarterly,18.5,38,Male,East,No,28,,1
320,982,20:59.0,20:59.0,Auto,Own Damage,1525368,37250.49,Quarterly,12.1,25,Male,East,No,31.4,13,1
321,1931,20:59.0,20:59.0,Property,Fire Insurance,1926946,42300.52,Annual,11.1,63,Male,West,Yes,25.5,,1
322,1535,20:59.0,20:59.0,Auto,Third Party,492244,20880.28,Annual,12.3,57,Male,North,No,32.9,13,0
323,752,20:59.0,20:59.0,Life,Endowment,1158383,54239.95,Annual,8,63,Male,South,Yes,36.5,,1
324,144,20:59.0,20:59.0,Auto,Own Damage,886309,24779.54,Quarterly,16.3,24,Female,East,Yes,18.9,0,1
325,609,20:59.0,20:59.0,Auto,Own Damage,540999,22340.43,Annual,10.9,40,Female,North,No,26.3,5,1
326,1225,20:59.0,20:59.0,Auto,Comprehensive Auto,1142037,52984.62,Annual,3.2,61,Male,East,No,25.2,9,0
327,1148,20:59.0,20:59.0,Auto,Third Party,667762,29791.77,Monthly,3.5,49,Female,East,No,32.2,11,1
328,187,20:59.0,20:59.0,Property,Home Insurance,395280,8458.39,Monthly,11.2,28,Male,East,No,21.2,,0
329,1350,20:59.0,20:59.0,Life,Term Life,1381155,66944.88,Annual,18.8,39,Male,East,No,31,,1
330,464,20:59.0,20:59.0,Property,Theft Protection,1838053,51803.09,Annual,6.9,39,Male,West,No,36.9,,0
331,1373,20:59.0,20:59.0,Property,Home Insurance,457407,12292.09,Annual,17.5,60,Female,North,No,25.5,,1
332,1795,20:59.0,20:59.0,Auto,Own Damage,921158,15830.19,Quarterly,15.5,42,Other,North,No,37.8,6,0
333,660,20:59.0,20:59.0,Health,Family Floater,1353306,43327.55,Monthly,5.7,39,Female,North,No,39.8,,1
334,764,20:59.0,20:59.0,Health,Critical Illness,1345308,25312.61,Annual,1.7,45,Male,East,Yes,17.7,,1
335,955,20:59.0,20:59.0,Property,Home Insurance,470602,11152.75,Annual,2.9,46,Female,West,No,20.8,,1
336,1956,20:59.0,20:59.0,Property,Home Insurance,1785657,46593.13,Monthly,14.8,30,Male,East,No,38.8,,1
337,403,20:59.0,20:59.0,Auto,Own Damage,1677650,72657.21,Monthly,4.8,35,Female,East,No,39,9,1
338,1370,20:59.0,20:59.0,Property,Theft Protection,325848,14872.39,Annual,8.1,19,Female,North,No,17.4,,1
339,1987,20:59.0,20:59.0,Auto,Comprehensive Auto,106635,2728.4,Annual,10.5,46,Male,East,No,15.4,9,1
340,1535,20:59.0,20:59.0,Health,Family Floater,969627,43686,Annual,14.8,38,Female,South,Yes,19,,0
341,147,20:59.0,20:59.0,Health,Family Floater,1451430,65318.82,Annual,3.2,32,Female,East,No,39.9,,1
342,1172,20:59.0,20:59.0,Life,Endowment,815197,34044.9,Monthly,8.7,69,Male,South,Yes,19.5,,1
343,864,20:59.0,20:59.0,Health,Family Floater,295984,5959.44,Monthly,10.2,44,Female,East,No,27.6,,0
344,1735,20:59.0,20:59.0,Property,Home Insurance,1423713,55754.45,Quarterly,11.3,67,Male,West,No,36.2,,0
345,1844,20:59.0,20:59.0,Health,Critical Illness,1211328,58235.61,Annual,16.5,48,Female,West,No,15.5,,1
346,489,20:59.0,20:59.0,Auto,Comprehensive Auto,1309770,50935.54,Monthly,4.3,32,Female,North,No,30.1,0,1
347,929,20:59.0,20:59.0,Health,Individual Health,278584,7412.17,Annual,16.3,68,Female,East,No,21.9,,1
348,1960,20:59.0,20:59.0,Life,Whole Life,1517208,49340.02,Annual,14.2,40,Female,South,No,36.6,,1
349,1664,20:59.0,20:59.0,Health,Critical Illness,182886,6876.58,Annual,11.6,41,Female,South,Yes,22.1,,1
350,551,20:59.0,20:59.0,Auto,Own Damage,1177113,38691.66,Annual,14.3,61,Male,East,No,32.2,8,1
351,338,20:59.0,20:59.0,Auto,Third Party,886690,17022.99,Quarterly,8.8,30,Female,South,Yes,31.9,14,0
352,872,20:59.0,20:59.0,Property,Home Insurance,1770444,45893.88,Annual,3.6,39,Male,West,No,20.5,,1
353,641,20:59.0,20:59.0,Health,Individual Health,135166,5823.47,Annual,13.6,60,Female,South,Yes,15.9,,0
354,1803,20:59.0,20:59.0,Auto,Comprehensive Auto,1832852,82752.59,Annual,11,54,Male,North,No,25.2,3,1
355,1977,20:59.0,20:59.0,Life,Term Life,425854,8434.25,Annual,13.1,50,Male,West,No,22.2,,1
356,473,20:59.0,20:59.0,Property,Theft Protection,1396419,67493.87,Annual,7.4,73,Female,West,Yes,35.2,,1
357,1970,20:59.0,20:59.0,Life,Endowment,358479,9502.85,Annual,18.2,20,Male,West,No,35,,0
358,151,20:59.0,20:59.0,Health,Family Floater,1931814,73758.55,Monthly,12.2,71,Female,East,Yes,26.4,,1
359,1439,20:59.0,20:59.0,Health,Family Floater,914285,37772.66,Annual,2.6,36,Male,East,No,30.2,,1
360,1322,20:59.0,20:59.0,Health,Critical Illness,1817704,78921.29,Annual,9.5,40,Male,West,Yes,30.1,,1
361,1635,20:59.0,20:59.0,Property,Theft Protection,347883,16733.6,Annual,15.4,46,Female,East,No,35.7,,1
362,263,20:59.0,20:59.0,Auto,Comprehensive Auto,609073,15806.77,Monthly,16.1,47,Male,South,No,25.6,4,0
363,1788,20:59.0,20:59.0,Property,Home Insurance,213052,9597.51,Annual,10.4,56,Male,East,No,21.9,,1
364,144,20:59.0,20:59.0,Life,Whole Life,806079,15806.44,Annual,18,61,Female,East,Yes,21.6,,1
365,346,20:59.0,20:59.0,Property,Theft Protection,1586494,62946.42,Annual,6.1,64,Male,West,No,28.4,,1
366,624,20:59.0,20:59.0,Life,Whole Life,1970024,80710.35,Annual,8.8,42,Female,North,No,26.2,,1
367,1017,20:59.0,20:59.0,Property,Theft Protection,1493401,57824.95,Annual,18.1,54,Male,North,No,26,,1
368,1596,20:59.0,20:59.0,Auto,Comprehensive Auto,116253,2770.43,Quarterly,18,64,Male,North,No,17.3,1,1
369,881,20:59.0,20:59.0,Life,Whole Life,528697,24085.59,Quarterly,14,25,Female,South,No,33,,1
370,2,20:59.0,20:59.0,Health,Family Floater,665416,13913.88,Annual,17.3,59,Male,East,No,20.3,,1
371,897,20:59.0,20:59.0,Health,Critical Illness,211081,3562.46,Quarterly,2.7,33,Male,North,No,19.9,,0
372,1328,20:59.0,20:59.0,Property,Home Insurance,964013,38667.79,Quarterly,17.4,25,Male,West,Yes,25.3,,1
373,254,20:59.0,20:59.0,Health,Family Floater,685254,21682.57,Annual,7.1,18,Male,North,No,20.7,,1
374,1676,20:59.0,20:59.0,Life,Term Life,1236430,55291.21,Annual,4.4,61,Female,North,No,29.6,,1
375,453,20:59.0,20:59.0,Health,Family Floater,673640,19144.11,Annual,5.5,22,Male,East,No,24.3,,1
376,1061,20:59.0,20:59.0,Auto,Comprehensive Auto,469149,9800.41,Annual,8.9,20,Female,East,No,26.2,13,1
377,1184,20:59.0,20:59.0,Auto,Own Damage,1962162,86875.66,Quarterly,5.8,18,Female,East,No,28.4,11,1
378,1015,20:59.0,20:59.0,Property,Fire Insurance,1762243,60289.57,Monthly,7.1,21,Male,South,Yes,20.1,,1
379,9,20:59.0,20:59.0,Life,Whole Life,797567,17244.88,Monthly,3.6,57,Female,South,No,18.9,,0
380,1257,20:59.0,20:59.0,Auto,Comprehensive Auto,1860145,74802.83,Quarterly,6.6,52,Male,North,No,37,9,1
381,1123,20:59.0,20:59.0,Auto,Comprehensive Auto,682585,22449.52,Annual,11.9,49,Other,East,No,25.8,12,1
382,1683,20:59.0,20:59.0,Life,Whole Life,1829810,66149.38,Annual,9.4,59,Male,North,No,25.3,,0
383,816,20:59.0,20:59.0,Health,Critical Illness,612634,19072.18,Monthly,7.6,51,Female,West,No,15.9,,1
384,208,20:59.0,20:59.0,Health,Individual Health,1210714,53277.24,Annual,15.2,60,Female,West,Yes,27.4,,1
385,1155,20:59.0,20:59.0,Property,Home Insurance,362916,15980.9,Quarterly,18,42,Male,East,No,28.9,,1
386,404,20:59.0,20:59.0,Health,Individual Health,90149,3590.51,Quarterly,15.4,27,Female,East,No,29,,1
387,152,20:59.0,20:59.0,Life,Whole Life,398844,7454.01,Quarterly,7.3,38,Female,West,Yes,32.7,,1
388,54,20:59.0,20:59.0,Auto,Third Party,1781462,79025.45,Monthly,15.1,63,Male,East,No,19.4,7,1
389,1144,20:59.0,20:59.0,Health,Family Floater,933190,35914.24,Annual,3.9,56,Male,South,No,21.3,,1
390,1697,20:59.0,20:59.0,Property,Fire Insurance,1577504,62147.1,Quarterly,3.5,44,Female,South,No,35.3,,0
391,1944,20:59.0,20:59.0,Health,Critical Illness,178447,4943.77,Monthly,7.6,44,Female,East,No,38.7,,0
392,628,20:59.0,20:59.0,Life,Endowment,511693,23422.64,Annual,16.3,19,Other,West,No,18.4,,1
393,587,20:59.0,20:59.0,Property,Fire Insurance,1104271,44599.3,Quarterly,5.7,58,Female,North,No,27.4,,1
394,1649,20:59.0,20:59.0,Health,Critical Illness,1662033,31480.01,Annual,2.2,65,Female,East,Yes,20.4,,1
395,1992,20:59.0,20:59.0,Property,Home Insurance,884379,25887.75,Monthly,3.5,30,Female,East,No,16.5,,1
396,1444,20:59.0,20:59.0,Life,Term Life,1276872,58765.88,Annual,17.3,26,Male,North,No,23.1,,1
397,1446,20:59.0,20:59.0,Auto,Comprehensive Auto,882297,14691.91,Annual,13,69,Male,East,No,18.6,13,1
398,104,20:59.0,20:59.0,Life,Whole Life,730913,35558.61,Annual,5.8,53,Female,North,Yes,32.7,,1
399,1876,20:59.0,20:59.0,Life,Term Life,1465221,56807.63,Quarterly,11.6,39,Female,West,No,28.3,,1
400,254,20:59.0,20:59.0,Life,Endowment,1421130,52721.31,Annual,11,59,Male,South,No,18.6,,1
401,1251,20:59.0,20:59.0,Life,Whole Life,1464474,35835.05,Annual,13.5,43,Male,West,No,15.2,,0
402,1136,20:59.0,20:59.0,Auto,Own Damage,403039,9555.13,Annual,5.4,71,Female,South,Yes,35.2,1,1
403,510,20:59.0,20:59.0,Auto,Comprehensive Auto,992320,47603.61,Monthly,17.4,29,Female,North,No,19.4,2,1
404,1497,20:59.0,20:59.0,Property,Home Insurance,1808962,46019.15,Annual,6.9,34,Male,South,No,30.2,,1
405,99,20:59.0,20:59.0,Health,Individual Health,1411425,59481.24,Annual,14.2,31,Male,West,No,23.4,,0
406,153,20:59.0,20:59.0,Auto,Third Party,242994,6988.33,Quarterly,1.3,31,Male,South,No,29.6,14,1
407,1885,20:59.0,20:59.0,Auto,Own Damage,1476420,29342.21,Annual,8.1,74,Male,North,No,22.9,11,0
408,914,20:59.0,20:59.0,Health,Family Floater,910346,13996.6,Monthly,7.7,51,Male,South,No,17.2,,1
409,1920,20:59.0,20:59.0,Auto,Third Party,1100457,37469.47,Annual,11.3,70,Male,East,No,20.6,14,1
410,878,20:59.0,20:59.0,Life,Term Life,359509,17670.68,Quarterly,2.4,74,Female,West,No,19.7,,1
411,338,20:59.0,20:59.0,Life,Whole Life,1619720,45222.2,Annual,16,37,Male,East,No,25.7,,1
412,1730,20:59.0,20:59.0,Health,Family Floater,1177787,32391.18,Annual,5.1,28,Female,North,No,31.5,,0
413,822,20:59.0,20:59.0,Property,Home Insurance,1037626,28060.73,Quarterly,13.9,33,Female,South,No,21.6,,0
414,1187,20:59.0,20:59.0,Property,Fire Insurance,1254654,41678.39,Annual,16.3,68,Male,East,No,15.3,,1
415,1744,20:59.0,20:59.0,Health,Individual Health,1401918,42650.93,Quarterly,11.7,48,Female,East,No,28,,0
416,957,20:59.0,20:59.0,Health,Individual Health,990335,45354.38,Annual,15.1,72,Male,South,No,30.1,,0
417,1705,20:59.0,20:59.0,Life,Term Life,1985657,64917.54,Annual,13.6,23,Female,South,No,39.1,,1
418,161,20:59.0,20:59.0,Property,Home Insurance,1524235,49951.5,Annual,7.8,73,Male,West,No,29.7,,1
419,1604,20:59.0,20:59.0,Auto,Third Party,1009820,20037.86,Monthly,16.4,36,Female,East,No,26.8,8,1
420,801,20:59.0,20:59.0,Life,Term Life,1325779,65488.03,Annual,6.6,54,Female,East,No,29.3,,0
421,398,20:59.0,20:59.0,Health,Individual Health,769846,18283.11,Annual,11.9,21,Male,North,No,38.2,,1
422,1301,20:59.0,20:59.0,Property,Fire Insurance,1759813,30915.94,Annual,15.2,64,Male,West,No,35.7,,1
423,816,20:59.0,20:59.0,Auto,Third Party,1138129,43488.04,Annual,8.2,21,Female,North,No,23.1,1,1
424,1940,20:59.0,20:59.0,Auto,Own Damage,1605929,57553,Annual,6.8,37,Female,East,No,20.9,13,0
425,1528,20:59.0,20:59.0,Life,Whole Life,1496714,44198.11,Monthly,9.7,27,Male,North,No,21.6,,1
426,1920,20:59.0,20:59.0,Property,Fire Insurance,959210,28562.14,Annual,16.5,41,Female,East,Yes,27.6,,1
427,1416,20:59.0,20:59.0,Property,Theft Protection,710046,30160.79,Monthly,18.7,71,Male,East,Yes,33.6,,1
428,1159,20:59.0,20:59.0,Health,Family Floater,82766,1808.43,Annual,11.4,52,Female,North,No,27.6,,1
429,1219,20:59.0,20:59.0,Property,Fire Insurance,1917014,83790.51,Quarterly,13.6,43,Male,North,No,16.7,,0
430,401,20:59.0,20:59.0,Property,Fire Insurance,605710,22838.99,Monthly,18.2,54,Female,South,No,33.1,,0
431,640,20:59.0,20:59.0,Life,Whole Life,953022,28270.39,Annual,2.9,55,Male,South,Yes,35.1,,1
432,1057,20:59.0,20:59.0,Property,Theft Protection,324349,10064.87,Monthly,5.4,38,Male,South,No,22.2,,1
433,688,20:59.0,20:59.0,Auto,Third Party,529806,12706.15,Annual,14.5,71,Male,East,No,31.6,5,1
434,460,20:59.0,20:59.0,Life,Whole Life,1253175,51786.21,Monthly,16.7,57,Male,North,No,25.7,,1
435,955,20:59.0,20:59.0,Life,Endowment,1865419,61466.71,Quarterly,17.3,56,Female,West,No,37.2,,1
436,1907,20:59.0,20:59.0,Health,Individual Health,1510235,39613.33,Annual,8.9,38,Male,East,No,36.1,,1
437,470,20:59.0,20:59.0,Property,Theft Protection,1508316,54090.86,Annual,2.7,27,Female,West,No,28.1,,0
438,1399,20:59.0,20:59.0,Health,Individual Health,1477197,73639.31,Annual,9.3,55,Male,North,No,32.3,,1
439,1046,20:59.0,20:59.0,Auto,Own Damage,1126778,34067.21,Annual,5.4,63,Male,East,Yes,37.1,11,1
440,750,20:59.0,20:59.0,Life,Endowment,489358,23109.54,Annual,6.5,21,Male,West,No,27.4,,0
441,1694,20:59.0,20:59.0,Life,Whole Life,898124,24317.24,Annual,15.7,74,Male,West,No,22.8,,1
442,38,20:59.0,20:59.0,Life,Term Life,787744,13325.2,Annual,2.4,62,Male,South,No,33.8,,1
443,230,20:59.0,20:59.0,Auto,Third Party,70855,1569.33,Quarterly,16.7,37,Male,South,No,20.5,3,1
444,1389,20:59.0,20:59.0,Auto,Comprehensive Auto,526963,15626.73,Annual,9.1,34,Female,South,No,24.7,6,1
445,563,20:59.0,20:59.0,Health,Critical Illness,1814308,41161.61,Annual,12.3,72,Male,East,Yes,36.6,,1
446,438,20:59.0,20:59.0,Health,Critical Illness,861527,12929.75,Quarterly,2.7,24,Female,North,No,33.1,,0
447,1800,20:59.0,20:59.0,Health,Individual Health,1006228,47317.93,Annual,7.4,21,Female,North,No,25.1,,1
448,1307,20:59.0,20:59.0,Property,Fire Insurance,361385,16094.56,Annual,2.7,46,Male,South,No,20.4,,1
449,27,20:59.0,20:59.0,Life,Whole Life,677407,27760.29,Annual,19.3,31,Male,South,Yes,23.9,,1
450,226,20:59.0,20:59.0,Life,Whole Life,1674867,34960.35,Monthly,16.3,20,Other,South,Yes,22.1,,0
451,1301,20:59.0,20:59.0,Health,Family Floater,1560171,29975.14,Monthly,9.7,41,Female,West,Yes,19.4,,0
452,798,20:59.0,20:59.0,Life,Endowment,1193413,20725.01,Annual,5.2,54,Female,South,No,33.6,,1
453,1633,20:59.0,20:59.0,Health,Critical Illness,273068,11015.84,Quarterly,18.7,33,Male,West,No,21.3,,1
454,284,20:59.0,20:59.0,Property,Theft Protection,406427,19308.65,Annual,7.5,72,Female,North,No,26.4,,1
455,879,20:59.0,20:59.0,Property,Theft Protection,983476,29571.9,Quarterly,4.1,69,Female,East,No,24.6,,1
456,960,20:59.0,20:59.0,Auto,Own Damage,173805,3331.83,Quarterly,11.7,21,Female,East,No,39.6,13,1
457,1505,20:59.0,20:59.0,Property,Fire Insurance,1978854,65171.08,Quarterly,18.9,73,Other,East,No,24.8,,1
458,453,20:59.0,20:59.0,Health,Family Floater,859359,23382.4,Annual,1.1,41,Male,East,Yes,17,,1
459,1020,20:59.0,20:59.0,Property,Fire Insurance,165657,4658.09,Annual,5.5,51,Male,West,No,17.2,,1
460,1853,20:59.0,20:59.0,Auto,Third Party,903062,33184.43,Annual,18.8,47,Female,West,No,29.8,13,0
461,816,20:59.0,20:59.0,Life,Endowment,154428,6201.08,Monthly,4.3,35,Female,South,Yes,30,,1
462,659,20:59.0,20:59.0,Health,Critical Illness,172035,3246.49,Annual,3.2,36,Male,West,Yes,25.5,,1
463,1540,20:59.0,20:59.0,Life,Endowment,1544139,25085.55,Monthly,11.8,48,Male,South,No,25.8,,1
464,547,20:59.0,20:59.0,Auto,Comprehensive Auto,1329356,66204,Monthly,17.4,36,Male,South,No,16.3,5,0
